Order_ID,Customer_ID,Restaurant_Name,Cuisine,Food_Item,City,Address,Order_Date,Time_Slot,Order_Amount,Delivery_Time,Rating,Discount_Used,Is_Weekend,Year,Month,Day_of_Week,Is_Delayed,Estimated_Distance_km
ORD8876,CUST5617,Dastarkhwan,Continental,Zucchini Fritters,Lucknow,"55, Area 4, Lucknow",2023-12-28,18:00-20:00,1567.67,36,3.7,False,False,2023,12,Thursday,False,12.0
ORD8877,CUST8226,Terttulia,Indian,Chole Bhature,Pune,"81, Area 8, Pune",2023-01-20,12:00-14:00,1783.45,105,2.2,False,False,2023,1,Friday,True,35.0
ORD8878,CUST7289,Buhari Hotel,Italian,Caprese Salad,Thiruvananthapuram,"22, Area 7, Thiruvananthapuram",2023-11-21,16:00-18:00,1655.74,43,4.4,False,False,2023,11,Tuesday,False,14.3
ORD8879,CUST7569,Subbayya Gari Hotel,Chinese,Hot and Sour Soup,Visakhapatnam,"36, Area 22, Visakhapatnam",2023-03-06,10:00-12:00,802.38,44,2.1,False,False,2023,3,Monday,False,14.7
ORD8880,CUST4364,CTR,Continental,Caesar Salad,Bangalore,"64, Area 25, Bangalore",2023-05-14,16:00-18:00,1375.97,35,2.7,False,True,2023,5,Sunday,False,11.7
ORD8881,CUST3999,Pashtun,Italian,Margherita Pizza,Chandigarh,"21, Area 22, Chandigarh",2023-06-02,20:00-22:00,1074.83,61,1.7,False,False,2023,6,Friday,True,20.3
ORD8882,CUST1834,Biryani Centre,Continental,Steak,Patna,"98, Area 25, Patna",2023-12-04,16:00-18:00,587.35,63,1.3,False,False,2023,12,Monday,True,21.0
ORD8883,CUST3577,CookBook Café,Chinese,Schezwan Rice,Patna,"42, Area 17, Patna",2023-07-29,18:00-20:00,354.89,66,2.4,False,True,2023,7,Saturday,True,22.0
ORD8884,CUST1121,Pashtun,Indian,Biryani,Chandigarh,"21, Area 22, Chandigarh",2023-01-05,20:00-22:00,794.21,83,1.3,False,False,2023,1,Thursday,True,27.7
ORD8885,CUST1188,Exotica,Indian,Korma,Hyderabad,"21, Area 11, Hyderabad",2023-12-22,14:00-16:00,852.5,89,3.9,False,False,2023,12,Friday,True,29.7
ORD8886,CUST4104,Suzie’s,Continental,Stuffed Bell Peppers,Goa,"8, Area 16, Goa",2023-07-17,18:00-20:00,599.32,38,2.2,False,False,2023,7,Monday,False,12.7
ORD8887,CUST9776,Mirch Masala,Indian,Paneer Tikka,Ahmedabad,"59, Area 6, Ahmedabad",2023-07-13,20:00-22:00,1306.62,92,1.8,False,False,2023,7,Thursday,True,30.7
ORD8888,CUST1277,Kewpie's,Continental,Zucchini Fritters,Kolkata,"7, Area 10, Kolkata",2023-09-21,18:00-20:00,1336.59,106,2.1,False,False,2023,9,Thursday,True,35.3
ORD8889,CUST6718,Fisherman’s Wharf,Chinese,Veg Momos,Goa,"64, Area 2, Goa",2023-10-05,16:00-18:00,205.83,33,4.1,False,False,2023,10,Thursday,False,11.0
ORD8890,CUST4867,Sri Sairam Parlour,Indian,Chole Bhature,Visakhapatnam,"97, Area 2, Visakhapatnam",2023-08-11,14:00-16:00,1373.56,30,2.7,False,False,2023,8,Friday,False,10.0
ORD8891,CUST1432,Peacock Rooftop,Chinese,Hot and Sour Soup,Jaipur,"17, Area 7, Jaipur",2023-09-11,20:00-22:00,1294.03,102,1.9,False,False,2023,9,Monday,True,34.0
ORD8892,CUST1070,Jal Mahal,Indian,Dal Makhani,Mysore,"3, Area 16, Mysore",2023-08-23,20:00-22:00,1797.11,51,3.8,False,False,2023,8,Wednesday,False,17.0
ORD8893,CUST3403,Rajput Room,Continental,Caesar Salad,Jaipur,"25, Area 19, Jaipur",2023-07-07,14:00-16:00,693.26,47,2.4,False,False,2023,7,Friday,False,15.7
ORD8894,CUST6203,Brothers Dhaba,Indian,Pani Puri,Amritsar,"34, Area 4, Amritsar",2023-09-07,18:00-20:00,406.48,68,1.7,False,False,2023,9,Thursday,True,22.7
ORD8895,CUST7663,Pyramid Café Lounge,Continental,Fish & Chips,Amritsar,"74, Area 16, Amritsar",2023-07-28,20:00-22:00,1179.0,37,4.2,False,False,2023,7,Friday,False,12.3
ORD8896,CUST8142,The Flour Works,Italian,Pasta Alfredo,Pune,"51, Area 17, Pune",2023-12-30,16:00-18:00,1355.26,30,4.2,False,True,2023,12,Saturday,False,10.0
ORD8897,CUST5419,Charming Chicken,Italian,Arancini,Amritsar,"5, Area 8, Amritsar",2023-09-24,14:00-16:00,194.07,82,1.8,False,True,2023,9,Sunday,True,27.3
ORD8898,CUST4656,Peshawri,Indian,Rogan Josh,Jaipur,"19, Area 24, Jaipur",2023-09-04,20:00-22:00,1567.4,27,4.3,False,False,2023,9,Monday,False,9.0
ORD8899,CUST1191,Zamzama,Continental,Eggs Benedict,Amritsar,"98, Area 22, Amritsar",2023-10-07,20:00-22:00,1286.51,67,2.9,False,True,2023,10,Saturday,True,22.3
ORD8900,CUST5517,A2B,Italian,Bruschetta,Chennai,"6, Area 21, Chennai",2023-03-05,20:00-22:00,1208.22,98,2.3,False,True,2023,3,Sunday,True,32.7
ORD8901,CUST6051,CookBook Café,Continental,Stuffed Bell Peppers,Patna,"42, Area 17, Patna",2023-09-08,20:00-22:00,734.46,95,3.4,False,False,2023,9,Friday,True,31.7
ORD8902,CUST6757,Conçu,Italian,Arancini,Hyderabad,"61, Area 15, Hyderabad",2023-03-25,10:00-12:00,796.53,31,2.8,False,True,2023,3,Saturday,False,10.3
ORD8903,CUST8849,Kava,Indian,Rogan Josh,Lucknow,"34, Area 19, Lucknow",2023-10-19,16:00-18:00,1068.88,53,1.4,False,False,2023,10,Thursday,False,17.7
ORD8904,CUST2207,RRR,Italian,Minestrone Soup,Mysore,"33, Area 1, Mysore",2023-01-22,16:00-18:00,1621.45,24,3.9,False,True,2023,1,Sunday,False,8.0
ORD8905,CUST2893,Jalpaan Dinning Saga,Indian,Korma,Mysore,"24, Area 7, Mysore",2023-03-01,12:00-14:00,219.74,90,4.2,False,False,2023,3,Wednesday,True,30.0
ORD8906,CUST2912,Mandap,Chinese,Veg Momos,Vadodara,"64, Area 1, Vadodara",2023-06-23,14:00-16:00,837.66,105,4.5,False,False,2023,6,Friday,True,35.0
ORD8907,CUST2946,Big Chill,Chinese,Dim Sum,Delhi,"63, Area 6, Delhi",2023-11-16,10:00-12:00,1201.14,46,2.0,False,False,2023,11,Thursday,False,15.3
ORD8908,CUST2602,Shree Kathiyawadi Khadki,Chinese,Spring Rolls,Vadodara,"9, Area 24, Vadodara",2023-09-11,10:00-12:00,631.92,54,4.4,False,False,2023,9,Monday,False,18.0
ORD8909,CUST8095,Kesar Da Dhaba,Continental,Roast Veggies,Amritsar,"95, Area 1, Amritsar",2023-03-26,12:00-14:00,1874.05,66,2.9,False,True,2023,3,Sunday,True,22.0
ORD8910,CUST4403,Pizza Meo,Italian,Bruschetta,Vadodara,"81, Area 20, Vadodara",2023-02-19,10:00-12:00,1764.92,53,2.6,False,True,2023,2,Sunday,False,17.7
ORD8911,CUST8883,A2B,Chinese,Veg Momos,Chennai,"6, Area 21, Chennai",2023-12-04,16:00-18:00,894.91,38,2.7,False,False,2023,12,Monday,False,12.7
ORD8912,CUST1199,Sunny's,Indian,Malai Kofta,Bangalore,"92, Area 13, Bangalore",2023-08-18,18:00-20:00,387.61,72,3.4,False,False,2023,8,Friday,True,24.0
ORD8913,CUST4930,Kayani Bakery,Chinese,Chow Mein,Pune,"86, Area 2, Pune",2023-09-17,14:00-16:00,1644.01,104,2.6,False,True,2023,9,Sunday,True,34.7
ORD8914,CUST2093,The Urban Foundry,Italian,Lasagna,Pune,"65, Area 25, Pune",2023-03-26,12:00-14:00,1321.72,58,3.6,False,True,2023,3,Sunday,False,19.3
ORD8915,CUST4863,Windmills Craftworks,Continental,Mashed Potatoes,Bangalore,"8, Area 22, Bangalore",2023-03-19,16:00-18:00,1933.01,93,1.1,False,True,2023,3,Sunday,True,31.0
ORD8916,CUST1737,Royal Sky,Continental,Fish & Chips,Lucknow,"64, Area 20, Lucknow",2023-10-22,10:00-12:00,1588.78,86,3.6,False,True,2023,10,Sunday,True,28.7
ORD8917,CUST2928,11th Avenue Cafe Bistro,Italian,Cannelloni,Guwahati,"74, Area 11, Guwahati",2023-11-23,20:00-22:00,1219.89,81,2.5,False,False,2023,11,Thursday,True,27.0
ORD8918,CUST9952,Peacock Rooftop,Italian,Bruschetta,Jaipur,"17, Area 7, Jaipur",2023-10-15,10:00-12:00,748.15,107,2.0,False,True,2023,10,Sunday,True,35.7
ORD8919,CUST1913,The Great Kabab Factory,Indian,Rogan Josh,Guwahati,"22, Area 8, Guwahati",2023-01-23,16:00-18:00,1397.57,39,1.7,False,False,2023,1,Monday,False,13.0
ORD8920,CUST5367,Heritage Khorikaa,Chinese,Chow Mein,Guwahati,"81, Area 4, Guwahati",2023-12-14,10:00-12:00,499.02,33,3.6,False,False,2023,12,Thursday,False,11.0
ORD8921,CUST7243,Ramada 10 Downing Street,Indian,Pani Puri,Indore,"29, Area 23, Indore",2023-07-31,18:00-20:00,1858.04,95,1.4,False,False,2023,7,Monday,True,31.7
ORD8922,CUST7741,Ponnusamy,Chinese,Dim Sum,Chennai,"9, Area 4, Chennai",2023-03-04,10:00-12:00,888.08,89,3.2,False,True,2023,3,Saturday,True,29.7
ORD8923,CUST5827,Café Hideout,Italian,Fettuccine Alfredo,Patna,"14, Area 19, Patna",2023-06-30,20:00-22:00,1021.76,93,1.7,False,False,2023,6,Friday,True,31.0
ORD8924,CUST2103,Kesar Da Dhaba,Italian,Margherita Pizza,Amritsar,"95, Area 1, Amritsar",2023-05-04,12:00-14:00,165.45,62,3.3,False,False,2023,5,Thursday,True,20.7
ORD8925,CUST2684,Sakhawat Restaurant,Indian,Paneer Tikka,Lucknow,"38, Area 13, Lucknow",2023-07-23,20:00-22:00,519.32,115,2.6,False,True,2023,7,Sunday,True,38.3
ORD8926,CUST8938,Venkatadri Vantillu,Indian,Tandoori Chicken,Visakhapatnam,"95, Area 6, Visakhapatnam",2023-09-16,12:00-14:00,262.43,81,2.7,False,True,2023,9,Saturday,True,27.0
ORD8927,CUST9877,Benjarong,Indian,Dal Makhani,Chennai,"67, Area 8, Chennai",2023-08-13,16:00-18:00,1413.81,97,1.8,False,True,2023,8,Sunday,True,32.3
ORD8928,CUST2211,Dilli Haat,Italian,Pasta Alfredo,Delhi,"41, Area 9, Delhi",2023-02-01,20:00-22:00,281.33,87,3.8,False,False,2023,2,Wednesday,True,29.0
ORD8929,CUST8614,Kava,Chinese,Dim Sum,Lucknow,"34, Area 19, Lucknow",2023-12-31,18:00-20:00,264.1,88,4.5,False,True,2023,12,Sunday,True,29.3
ORD8930,CUST9223,Cafe Hendrix,Indian,Korma,Guwahati,"76, Area 6, Guwahati",2023-02-03,16:00-18:00,305.46,51,1.7,False,False,2023,2,Friday,False,17.0
ORD8931,CUST4607,Café Palladio,Indian,Idli Sambhar,Jaipur,"78, Area 16, Jaipur",2023-08-15,18:00-20:00,1636.34,99,3.4,False,False,2023,8,Tuesday,True,33.0
ORD8932,CUST1024,La Plage,Italian,Bruschetta,Goa,"15, Area 15, Goa",2023-05-25,12:00-14:00,1925.34,97,1.3,False,False,2023,5,Thursday,True,32.3
ORD8933,CUST1979,Paradise,Continental,Mashed Potatoes,Hyderabad,"10, Area 1, Hyderabad",2023-03-05,18:00-20:00,619.29,27,3.9,False,True,2023,3,Sunday,False,9.0
ORD8934,CUST4817,Crown Castle,Indian,Aloo Paratha,Patna,"1, Area 16, Patna",2023-08-21,16:00-18:00,1104.47,84,2.7,False,False,2023,8,Monday,True,28.0
ORD8935,CUST6712,Paasha,Continental,Herb Roasted Chicken,Pune,"6, Area 12, Pune",2023-11-08,14:00-16:00,739.34,111,3.8,False,False,2023,11,Wednesday,True,37.0
ORD8936,CUST7641,Social,Italian,Tiramisu,Delhi,"68, Area 16, Delhi",2023-09-14,18:00-20:00,727.58,113,1.5,False,False,2023,9,Thursday,True,37.7
ORD8937,CUST9509,Mahesh Lunch Home,Chinese,Hot and Sour Soup,Mumbai,"10, Area 18, Mumbai",2023-01-08,20:00-22:00,816.83,89,2.2,False,True,2023,1,Sunday,True,29.7
ORD8938,CUST6561,Bohemian,Italian,Risotto,Kolkata,"35, Area 18, Kolkata",2023-02-05,20:00-22:00,1217.16,78,3.1,False,True,2023,2,Sunday,True,26.0
ORD8939,CUST5998,Ohri's Jiva Imperia,Italian,Caprese Salad,Hyderabad,"63, Area 9, Hyderabad",2023-08-07,12:00-14:00,1014.18,44,3.6,False,False,2023,8,Monday,False,14.7
ORD8940,CUST6366,Mirch Masala,Chinese,Manchurian,Ahmedabad,"59, Area 6, Ahmedabad",2023-12-06,10:00-12:00,1529.81,63,3.3,False,False,2023,12,Wednesday,True,21.0
ORD8941,CUST8246,Malaka Tuckshop,Continental,Shepherd's Pie,Pune,"82, Area 24, Pune",2023-03-28,18:00-20:00,1679.2,98,4.7,False,False,2023,3,Tuesday,True,32.7
ORD8942,CUST3992,The Table,Indian,Biryani,Mumbai,"77, Area 5, Mumbai",2023-10-02,10:00-12:00,748.14,61,2.3,False,False,2023,10,Monday,True,20.3
ORD8943,CUST8672,Kayani Bakery,Continental,Mashed Potatoes,Pune,"86, Area 2, Pune",2023-06-29,12:00-14:00,1942.8,86,1.3,False,False,2023,6,Thursday,True,28.7
ORD8944,CUST9049,Leopold Cafe,Continental,Mashed Potatoes,Mumbai,"75, Area 4, Mumbai",2023-07-17,16:00-18:00,1627.1,31,4.2,False,False,2023,7,Monday,False,10.3
ORD8945,CUST4237,Amethyst,Italian,Bruschetta,Chennai,"96, Area 16, Chennai",2023-08-29,10:00-12:00,1325.8,30,4.8,False,False,2023,8,Tuesday,False,10.0
ORD8946,CUST4877,Open Air Restaurant,Continental,Roast Veggies,Lucknow,"27, Area 16, Lucknow",2023-02-03,12:00-14:00,237.34,107,4.1,False,False,2023,2,Friday,True,35.7
ORD8947,CUST3474,Sakhawat Restaurant,Italian,Caprese Salad,Lucknow,"38, Area 13, Lucknow",2023-01-02,16:00-18:00,1816.24,51,3.5,False,False,2023,1,Monday,False,17.0
ORD8948,CUST9440,Skyhilton,Indian,Rajma Chawal,Lucknow,"8, Area 14, Lucknow",2023-09-18,16:00-18:00,1510.74,45,1.7,False,False,2023,9,Monday,False,15.0
ORD8949,CUST2816,Whistling Duck,Continental,Roast Veggies,Chandigarh,"74, Area 6, Chandigarh",2023-10-28,14:00-16:00,1447.65,38,3.1,False,True,2023,10,Saturday,False,12.7
ORD8950,CUST2698,Haveli Restaurant,Continental,Shepherd's Pie,Patna,"40, Area 22, Patna",2023-03-04,20:00-22:00,1689.12,97,1.4,False,True,2023,3,Saturday,True,32.3
ORD8951,CUST1890,Hard Rock Cafe,Indian,Idli Sambhar,Hyderabad,"13, Area 23, Hyderabad",2023-11-19,14:00-16:00,524.8,116,2.5,False,True,2023,11,Sunday,True,38.7
ORD8952,CUST2559,Crown Castle,Italian,Caprese Salad,Patna,"1, Area 16, Patna",2023-08-30,16:00-18:00,1460.34,78,4.7,False,False,2023,8,Wednesday,True,26.0
ORD8953,CUST7041,La Quello,Chinese,Chow Mein,Vadodara,"4, Area 9, Vadodara",2023-08-09,18:00-20:00,1058.09,63,4.2,False,False,2023,8,Wednesday,True,21.0
ORD8954,CUST1229,Venkatadri Vantillu,Chinese,Hakka Noodles,Visakhapatnam,"95, Area 6, Visakhapatnam",2023-11-16,10:00-12:00,203.35,85,4.2,False,False,2023,11,Thursday,True,28.3
ORD8955,CUST7561,1135 AD,Indian,Pani Puri,Jaipur,"18, Area 3, Jaipur",2023-07-25,10:00-12:00,200.81,25,4.5,False,False,2023,7,Tuesday,False,8.3
ORD8956,CUST4708,Spice Caves,Continental,French Onion Soup,Lucknow,"70, Area 8, Lucknow",2023-03-07,20:00-22:00,575.6,23,2.5,False,False,2023,3,Tuesday,False,7.7
ORD8957,CUST1699,Bar Palladio,Indian,Chole Bhature,Jaipur,"28, Area 12, Jaipur",2023-10-18,16:00-18:00,930.23,32,4.6,False,False,2023,10,Wednesday,False,10.7
ORD8958,CUST3110,Bharawan Da Dhaba,Chinese,Chilli Chicken,Amritsar,"81, Area 3, Amritsar",2023-03-28,10:00-12:00,1001.89,44,2.7,False,False,2023,3,Tuesday,False,14.7
ORD8959,CUST9298,Leopold Cafe,Indian,Rajma Chawal,Mumbai,"75, Area 4, Mumbai",2023-03-16,20:00-22:00,1351.98,70,4.5,False,False,2023,3,Thursday,True,23.3
ORD8960,CUST1945,Café Al Fresco,Continental,Chicken Stroganoff,Goa,"6, Area 21, Goa",2023-01-15,12:00-14:00,1837.08,103,2.1,False,True,2023,1,Sunday,True,34.3
ORD8961,CUST7231,Raj Rasoi,Chinese,Dim Sum,Patna,"68, Area 4, Patna",2023-08-31,12:00-14:00,1528.66,73,1.8,False,False,2023,8,Thursday,True,24.3
ORD8962,CUST4302,The Terrace Grill,Italian,Panini,Lucknow,"80, Area 23, Lucknow",2023-09-30,18:00-20:00,722.01,93,1.2,False,True,2023,9,Saturday,True,31.0
ORD8963,CUST4396,Barbeque Nation,Chinese,Spring Rolls,Ahmedabad,"21, Area 24, Ahmedabad",2023-03-05,18:00-20:00,1471.41,63,2.6,False,True,2023,3,Sunday,True,21.0
ORD8964,CUST2335,Farzi Café,Chinese,Hakka Noodles,Hyderabad,"51, Area 10, Hyderabad",2023-09-20,14:00-16:00,807.42,74,2.9,False,False,2023,9,Wednesday,True,24.7
ORD8965,CUST3200,Oakaz Café & Restaurant,Italian,Spaghetti Carbonara,Indore,"88, Area 15, Indore",2023-07-11,12:00-14:00,420.18,110,1.2,False,False,2023,7,Tuesday,True,36.7
ORD8966,CUST9522,Maplai,Continental,Eggs Benedict,Chennai,"98, Area 10, Chennai",2023-11-02,14:00-16:00,1353.53,68,1.1,False,False,2023,11,Thursday,True,22.7
ORD8967,CUST5951,Bohemian,Italian,Cannelloni,Kolkata,"35, Area 18, Kolkata",2023-07-25,14:00-16:00,1978.43,110,3.8,False,False,2023,7,Tuesday,True,36.7
ORD8968,CUST3144,Cascades,Italian,Tiramisu,Visakhapatnam,"75, Area 14, Visakhapatnam",2023-09-18,20:00-22:00,1425.19,59,2.9,False,False,2023,9,Monday,False,19.7
ORD8969,CUST5779,United Coffee House,Chinese,Hakka Noodles,Delhi,"63, Area 22, Delhi",2023-12-12,14:00-16:00,448.5,97,2.8,False,False,2023,12,Tuesday,True,32.3
ORD8970,CUST9119,Grill & Chill,Continental,Zucchini Fritters,Patna,"82, Area 23, Patna",2023-11-30,20:00-22:00,1016.48,46,3.2,False,False,2023,11,Thursday,False,15.3
ORD8971,CUST2001,Cafe Graffiti,Continental,Caesar Salad,Hyderabad,"98, Area 22, Hyderabad",2023-04-02,20:00-22:00,504.2,106,2.6,False,True,2023,4,Sunday,True,35.3
ORD8972,CUST6604,Mosaic – Country Inn,Indian,Pani Puri,Mysore,"6, Area 21, Mysore",2023-02-22,18:00-20:00,414.98,48,1.1,False,False,2023,2,Wednesday,False,16.0
ORD8973,CUST7548,Le Arabia,Indian,Rogan Josh,Thiruvananthapuram,"14, Area 20, Thiruvananthapuram",2023-05-27,12:00-14:00,1273.58,104,1.0,False,True,2023,5,Saturday,True,34.7
ORD8974,CUST1273,Anima Madhva Bhavan,Chinese,Manchurian,Mysore,"18, Area 13, Mysore",2023-09-22,16:00-18:00,949.6,110,3.5,False,False,2023,9,Friday,True,36.7
ORD8975,CUST6909,All India Famous Amritsari Kulcha,Continental,Garlic Bread,Amritsar,"30, Area 14, Amritsar",2023-01-23,12:00-14:00,597.69,50,1.6,False,False,2023,1,Monday,False,16.7
ORD8976,CUST2236,Matru Ki Bhojanalay,Chinese,Fried Rice,Ahmedabad,"33, Area 23, Ahmedabad",2023-10-08,10:00-12:00,205.19,113,4.9,False,True,2023,10,Sunday,True,37.7
ORD8977,CUST5884,Sahib’s Barbeque,Italian,Margherita Pizza,Hyderabad,"39, Area 17, Hyderabad",2023-02-06,10:00-12:00,1577.24,78,4.7,False,False,2023,2,Monday,True,26.0
ORD8978,CUST1177,Toto's Garage,Indian,Pav Bhaji,Mumbai,"88, Area 20, Mumbai",2023-01-03,16:00-18:00,957.28,64,1.3,False,False,2023,1,Tuesday,True,21.3
ORD8979,CUST9891,Suzie’s,Chinese,Chow Mein,Goa,"8, Area 16, Goa",2023-05-18,18:00-20:00,239.3,25,2.1,False,False,2023,5,Thursday,False,8.3
ORD8980,CUST8781,Indian Accent,Chinese,Hakka Noodles,Delhi,"93, Area 1, Delhi",2023-09-12,14:00-16:00,1785.7,89,4.2,False,False,2023,9,Tuesday,True,29.7
ORD8981,CUST9238,Halais Dum Biryani,Continental,Zucchini Fritters,Thiruvananthapuram,"20, Area 16, Thiruvananthapuram",2023-12-20,16:00-18:00,1797.79,44,1.6,False,False,2023,12,Wednesday,False,14.7
ORD8982,CUST2273,6 Ballygunge Place,Indian,Butter Chicken,Kolkata,"30, Area 2, Kolkata",2023-04-17,10:00-12:00,1222.35,61,2.3,False,False,2023,4,Monday,True,20.3
ORD8983,CUST4040,11th Avenue Cafe Bistro,Italian,Caprese Salad,Guwahati,"74, Area 11, Guwahati",2023-08-08,16:00-18:00,250.3,32,4.3,False,False,2023,8,Tuesday,False,10.7
ORD8984,CUST2301,MTR,Continental,French Onion Soup,Bangalore,"17, Area 1, Bangalore",2023-03-29,18:00-20:00,1914.87,48,1.6,False,False,2023,3,Wednesday,False,16.0
ORD8985,CUST3360,Cafe Nomad,Indian,Dal Makhani,Chandigarh,"62, Area 18, Chandigarh",2023-11-03,16:00-18:00,434.49,80,1.7,False,False,2023,11,Friday,True,26.7
ORD8986,CUST4514,MTR,Italian,Panini,Bangalore,"17, Area 1, Bangalore",2023-10-19,16:00-18:00,154.8,63,2.5,False,False,2023,10,Thursday,True,21.0
ORD8987,CUST7102,Subbayya Gari Hotel,Indian,Rogan Josh,Visakhapatnam,"36, Area 22, Visakhapatnam",2023-02-08,20:00-22:00,1147.14,64,1.1,False,False,2023,2,Wednesday,True,21.3
ORD8988,CUST3998,Freito Café & Restaurant,Indian,Rajma Chawal,Indore,"80, Area 17, Indore",2023-07-25,12:00-14:00,767.06,29,1.5,False,False,2023,7,Tuesday,False,9.7
ORD8989,CUST5385,Eva Café,Italian,Risotto,Goa,"71, Area 18, Goa",2023-03-12,12:00-14:00,1409.83,32,2.0,False,True,2023,3,Sunday,False,10.7
ORD8990,CUST8762,Antares,Italian,Panini,Goa,"38, Area 23, Goa",2023-01-10,18:00-20:00,839.49,30,4.2,False,False,2023,1,Tuesday,False,10.0
ORD8991,CUST7285,Urban Turban,Chinese,Manchurian,Lucknow,"22, Area 9, Lucknow",2023-01-26,20:00-22:00,1754.73,113,2.1,False,False,2023,1,Thursday,True,37.7
ORD8992,CUST4286,Absolute Barbecues,Chinese,Sweet Corn Soup,Chennai,"46, Area 11, Chennai",2023-02-21,10:00-12:00,1492.85,115,2.6,False,False,2023,2,Tuesday,True,38.3
ORD8993,CUST6654,Nagarjuna,Continental,Mashed Potatoes,Bangalore,"28, Area 3, Bangalore",2023-04-02,16:00-18:00,1090.28,26,1.2,False,True,2023,4,Sunday,False,8.7
ORD8994,CUST7876,Myomi,Chinese,Schezwan Rice,Guwahati,"92, Area 25, Guwahati",2023-07-29,20:00-22:00,379.26,110,4.2,False,True,2023,7,Saturday,True,36.7
ORD8995,CUST3314,Monkey Bar,Chinese,Spring Rolls,Pune,"19, Area 20, Pune",2023-12-27,16:00-18:00,863.31,36,2.9,False,False,2023,12,Wednesday,False,12.0
ORD8996,CUST9140,Mum’s Kitchen,Indian,Dal Makhani,Goa,"47, Area 20, Goa",2023-08-22,20:00-22:00,1872.03,30,4.7,False,False,2023,8,Tuesday,False,10.0
ORD8997,CUST8714,Terra Mayaa,Indian,Pav Bhaji,Guwahati,"59, Area 13, Guwahati",2023-09-10,14:00-16:00,1847.12,110,3.4,False,True,2023,9,Sunday,True,36.7
ORD8998,CUST1288,Paragon,Continental,Garlic Bread,Thiruvananthapuram,"50, Area 23, Thiruvananthapuram",2023-09-12,18:00-20:00,1407.23,114,2.4,False,False,2023,9,Tuesday,True,38.0
ORD8999,CUST4997,Novelty Sweets,Italian,Gnocchi,Amritsar,"26, Area 18, Amritsar",2023-11-10,16:00-18:00,1808.22,22,4.1,False,False,2023,11,Friday,False,7.3
ORD9000,CUST1313,Over The Moon,Continental,Eggs Benedict,Hyderabad,"7, Area 21, Hyderabad",2023-08-08,10:00-12:00,1679.81,88,3.7,False,False,2023,8,Tuesday,True,29.3
ORD9001,CUST6572,A2B – Adyar Ananda Bhavan,Italian,Arancini,Mysore,"58, Area 19, Mysore",2023-07-31,18:00-20:00,1648.02,45,3.8,False,False,2023,7,Monday,False,15.0
ORD9002,CUST6874,Copper Chimney,Chinese,Dim Sum,Jaipur,"89, Area 23, Jaipur",2023-02-13,20:00-22:00,1065.73,68,4.0,False,False,2023,2,Monday,True,22.7
ORD9003,CUST5381,Urban Turban,Italian,Bruschetta,Lucknow,"22, Area 9, Lucknow",2023-05-23,10:00-12:00,1920.18,63,2.2,False,False,2023,5,Tuesday,True,21.0
ORD9004,CUST1206,Malaka Tuckshop,Indian,Rogan Josh,Pune,"82, Area 24, Pune",2023-12-08,12:00-14:00,933.29,96,4.8,False,False,2023,12,Friday,True,32.0
ORD9005,CUST6417,The Morung,Italian,Spaghetti Carbonara,Guwahati,"97, Area 24, Guwahati",2023-01-03,10:00-12:00,1382.45,38,3.6,False,False,2023,1,Tuesday,False,12.7
ORD9006,CUST1141,Motel Araam,Chinese,Spring Rolls,Thiruvananthapuram,"34, Area 17, Thiruvananthapuram",2023-10-13,10:00-12:00,1431.33,104,2.7,False,False,2023,10,Friday,True,34.7
ORD9007,CUST5439,Agashiye,Chinese,Fried Rice,Ahmedabad,"71, Area 1, Ahmedabad",2023-06-26,14:00-16:00,1697.64,60,4.8,False,False,2023,6,Monday,False,20.0
ORD9008,CUST7550,Aryan Restaurant,Indian,Aloo Paratha,Lucknow,"17, Area 7, Lucknow",2023-08-19,10:00-12:00,1742.46,45,2.9,False,True,2023,8,Saturday,False,15.0
ORD9009,CUST1125,Tycoon Multi-Cuisine Restaurant,Chinese,Spring Rolls,Visakhapatnam,"13, Area 11, Visakhapatnam",2023-04-23,18:00-20:00,389.78,61,2.1,False,True,2023,4,Sunday,True,20.3
ORD9010,CUST2179,Polka,Continental,Roast Veggies,Hyderabad,"71, Area 19, Hyderabad",2023-11-16,12:00-14:00,907.29,80,1.2,False,False,2023,11,Thursday,True,26.7
ORD9011,CUST1448,Bhatti Village,Continental,Mashed Potatoes,Goa,"38, Area 12, Goa",2023-11-08,16:00-18:00,1321.92,43,1.0,False,False,2023,11,Wednesday,False,14.3
ORD9012,CUST4052,Dastarkhwan,Chinese,Schezwan Rice,Lucknow,"55, Area 4, Lucknow",2023-09-06,16:00-18:00,205.9,63,3.3,False,False,2023,9,Wednesday,True,21.0
ORD9013,CUST1971,Ziva All Day Dining,Chinese,Manchurian,Amritsar,"97, Area 20, Amritsar",2023-09-14,14:00-16:00,1734.73,99,3.4,False,False,2023,9,Thursday,True,33.0
ORD9014,CUST4942,Airlines Hotel,Indian,Dosa,Bangalore,"2, Area 9, Bangalore",2023-04-23,20:00-22:00,1703.66,95,1.6,False,True,2023,4,Sunday,True,31.7
ORD9015,CUST6526,Brothers Dhaba,Italian,Pesto Pasta,Amritsar,"34, Area 4, Amritsar",2023-01-05,14:00-16:00,1611.67,98,2.4,False,False,2023,1,Thursday,True,32.7
ORD9016,CUST5623,Bansi Vihar,Chinese,Manchurian,Patna,"89, Area 1, Patna",2023-01-05,16:00-18:00,481.21,117,4.6,False,False,2023,1,Thursday,True,39.0
